156,2,3415,103,10
157,1,3673,103,31
158,1,94,104,57
159,1,4028,104,45
160,2,1003,105,66
161,1,525,105,41
162,2,297,106,43
163,2,108,107,63
164,1,1506,107,24
165,2,3828,108,27
166,1,2217,108,76
167,1,607,109,70
168,2,1537,110,5
169,1,3930,111,42
170,1,2243,112,10
171,2,2910,113,45
172,2,1568,113,79
173,1,4203,114,3
174,2,2941,115,41
175,2,3945,115,53
176,2,318,116,38
177,1,1548,117,84
178,2,567,117,13
179,2,1868,118,56
180,2,3133,119,14
181,2,619,120,77
182,1,1722,120,76
183,2,931,121,75
184,1,4286,122,33
185,1,612,122,54
186,2,4193,123,28
187,1,1464,123,32
188,2,3089,124,11
189,1,1658,124,76
190,1,3002,125,15
191,2,371,126,47
192,1,2293,127,82
193,2,2678,128,71
194,2,4261,129,56
195,2,3235,130,47
196,2,3670,130,32
197,1,1951,131,75
198,1,200,131,62
199,2,2670,132,35
200,2,3139,132,33
201,1,1060,133,66
202,1,4200,133,76
203,2,1653,134,50
204,1,186,134,42
205,1,4030,135,60
206,2,1187,135,73
207,2,883,136,59
208,2,3820,136,69
209,2,858,137,60
210,1,501,137,67
211,1,2482,138,61
212,2,125,139,34
213,1,1279,139,63
214,2,1555,140,15
215,1,4205,140,52
216,2,2518,141,45
217,2,408,141,68
218,1,1268,142,15
219,1,3735,143,60
220,1,1358,144,16
221,1,2062,145,28
222,2,1153,146,78
223,1,421,147,56
224,1,2964,147,87
225,1,1592,148,76
226,1,4157,149,8
227,2,105,149,27
228,1,436,150,74
229,1,868,150,60
230,1,1689,151,16
231,1,1385,152,50
232,1,554,152,52
233,1,3795,153,42
234,2,3891,154,87
235,1,1074,155,4
236,1,3226,156,85
237,2,773,157,79
238,2,2611,157,33
239,2,2485,158,63
240,1,4162,158,31
241,2,4432,159,1
242,1,1684,159,55
243,2,2225,160,29
244,1,1584,160,46
245,2,646,161,75
246,2,3827,161,35
247,2,208,162,46
248,2,3493,163,4
249,1,2775,163,44
250,1,809,164,18
251,2,2201,165,43
252,1,1015,166,30
253,2,2289,167,89
254,2,4062,168,33
255,2,4368,168,15
256,1,1434,169,74
257,2,1916,169,88
258,1,3707,170,79
259,1,4012,170,85
260,2,2563,171,13
261,1,2823,171,22
262,2,467,172,78
263,1,2018,173,54
264,1,1543,174,83
265,1,861,174,22
266,1,3300,175,64
267,2,1041,175,59
268,2,834,176,10
269,1,443,176,90
270,1,2886,177,21
271,1,2007,178,70
272,1,142,179,2
273,1,4044,179,46
274,2,418,180,33
275,2,4484,180,10
276,2,903,181,30
277,2,3311,181,18
278,2,3245,182,79
279,2,3477,183,26
280,2,3296,184,74
281,1,283,185,56
282,1,1268,186,18
283,2,2862,187,20
284,2,767,187,87
285,1,1779,188,18
286,2,3521,188,40
287,1,3345,189,32
288,1,837,190,38
289,1,1075,190,58
290,2,905,191,49
291,1,632,191,61
292,1,3664,192,57
293,1,2,193,86
294,2,947,193,73
295,1,3307,194,84
296,1,3005,195,29
297,2,3453,195,41
298,1,3100,196,77
299,1,1996,197,29
300,1,1462,198,6
301,2,2434,198,51
302,1,399,199,7
303,2,3877,199,9
304,1,1462,200,25
305,1,1477,200,3
306,1,3294,201,75
307,1,4449,202,83
308,1,504,203,6
309,2,960,204,61
310,1,1383,204,1
311,2,1514,205,77
312,1,2117,206,79
313,1,3734,206,35
314,2,2043,207,87
315,1,990,207,72
316,2,241,208,11
317,2,2103,209,6
318,2,1020,209,15
319,1,2233,210,12
320,1,4181,210,40
321,2,1960,211,35
322,2,397,211,2
323,2,4209,212,39
324,1,4176,212,64
325,2,3715,213,74
326,2,3824,214,65
327,1,2458,214,47
328,1,4349,215,52
329,1,709,215,45
330,2,2558,216,41
331,2,3496,216,87
332,1,3369,217,43
333,2,1372,218,87
334,2,3206,219,71
335,1,517,219,25
336,2,3217,220,19
337,1,1869,220,11
338,2,3461,221,47
339,2,590,222,64
340,2,986,222,4
341,2,2953,223,46
342,1,2031,224,23
343,1,2444,224,61
344,2,1591,225,4
345,2,1594,226,12
346,2,603,226,88
347,2,1584,227,55
348,1,2328,228,79
349,2,809,228,67
350,2,39,229,17
351,1,933,230,64
352,1,412,230,55
353,2,1141,231,14
354,2,2944,231,73
355,1,3784,232,10
356,1,436,232,14
357,1,2528,233,38
358,2,4463,233,27
359,2,3209,234,59
360,2,258,234,88
361,1,1020,235,89
362,1,2811,236,74
363,2,1187,236,83
364,1,2211,237,57
365,2,190,237,13
366,1,3176,238,57
367,2,3252,238,79
368,1,3817,239,61
369,1,1387,240,38
370,1,2534,241,55
371,1,3408,241,81
372,1,1025,242,40
373,2,2557,243,80
374,2,4293,243,90
375,2,1126,244,62
376,2,1799,244,61
377,2,3793,245,13
378,1,2447,246,56
379,2,4168,247,70
380,1,4132,247,84
381,2,1057,248,79
382,1,768,248,18
383,1,2118,249,27
384,2,3685,250,51
385,1,32,250,30
386,1,2006,251,71
387,1,2830,252,69
388,1,1115,252,1
389,2,327,253,33
390,2,416,253,86
391,1,4335,254,88
392,2,1843,254,47
393,2,4003,255,53
394,1,3508,256,80
395,1,2710,257,16
396,2,2285,258,8
397,1,2925,259,73
398,2,2167,259,19
399,2,4203,260,56
400,1,1105,260,82
401,1,1934,261,54
402,1,1818,262,68
403,1,1903,262,68
404,2,393,263,67
405,1,1504,263,34
406,1,4261,264,24
407,2,2891,265,63
408,2,1423,265,76
409,2,2978,266,38
410,1,3432,267,46
411,1,372,268,70
412,1,3173,268,20
413,2,1205,269,61
414,2,3065,269,23
415,1,266,270,44
416,1,4227,271,9
417,2,3925,272,19
418,1,2792,273,49
419,1,30,274,5
420,2,1612,275,35
421,2,1269,276,86
422,1,2192,276,1
423,1,1243,277,47
424,1,2955,278,84
425,2,3846,279,16
426,1,245,280,3
427,1,741,280,26
428,2,2992,281,25
429,1,1088,281,52
430,2,241,282,63
431,1,665,283,65
432,1,1573,283,40
433,1,2823,284,69
434,2,1258,285,50
435,2,3870,285,20
436,1,4200,286,84
437,1,690,286,43
438,1,3488,287,63
439,1,3086,287,44
440,2,414,288,66
441,2,2956,289,39
442,1,216,289,30
443,1,1898,290,42
444,2,1398,291,55
445,2,3405,292,36
446,1,1544,293,80
447,2,49,294,51
448,2,527,294,72
449,1,1381,295,81
450,1,4174,295,69
451,2,3917,296,51
452,1,622,296,15
453,2,2046,297,73
454,1,4083,297,82
455,2,4272,298,5
456,2,4150,298,49
457,2,3177,299,16
458,2,3357,299,84
459,1,3467,300,70
460,2,3389,301,76
461,1,2088,302,67
462,2,292,302,89
463,1,698,303,57
464,1,688,303,24
465,1,3612,304,58
466,1,2115,305,53
467,1,177,305,3
468,2,1473,306,54
469,1,3730,306,14
470,1,1663,307,68
471,1,2247,307,90
472,1,1829,308,38
473,1,3465,308,4
474,2,1098,309,33
475,1,1341,309,54
476,2,2541,310,85
477,2,622,310,42
478,1,753,311,43
479,2,460,311,67
480,2,3041,312,7
481,1,365,312,15
482,2,2772,313,46
483,2,3133,313,14
484,2,3128,314,44
485,2,4454,315,82
486,1,2062,315,56
487,1,1582,316,8
488,2,3283,316,35
489,1,3715,317,40
490,2,1842,317,52
491,2,920,318,52
492,2,3564,319,85
493,1,3947,320,43
494,1,1787,321,16
495,2,2284,321,39
496,2,3166,322,77
497,2,1231,322,12
498,1,282,323,17
499,1,2069,323,49
500,2,3648,324,24
501,2,3325,324,85
502,2,2662,325,64
503,2,790,326,59
504,1,1017,326,38
505,1,2375,327,25
506,1,4183,328,13
507,1,895,329,18
508,2,256,330,17
509,2,123,330,34
510,2,314,331,41
511,1,3745,332,39
512,1,926,333,39
513,2,4434,334,75
514,1,4474,335,50
515,1,483,335,56
516,1,4281,336,39
517,1,4161,337,74
518,2,4217,338,50
519,2,3565,338,82
520,2,107,339,24
521,2,3378,339,83
522,2,2578,340,64
523,1,2774,341,58
524,2,2142,341,31
525,2,229,342,75
526,2,55,343,70
527,1,3780,343,36
528,2,3158,344,46
529,1,560,345,42
530,2,1893,345,48
531,1,2249,346,83
532,2,2853,347,80
533,2,3923,347,13
534,1,3402,348,23
535,1,2120,349,33
536,1,569,350,21
537,2,1683,350,69
538,1,4377,351,37
539,1,969,351,63
540,2,3382,352,21
541,2,1616,352,53
542,1,1937,353,9
543,1,3824,353,35
544,1,1691,354,29
545,2,3535,355,87
546,1,1531,356,66
547,1,4,357,33
548,1,43,357,90
549,2,2532,358,20
550,1,1195,359,7
551,2,1101,360,77
552,1,441,361,84
553,2,2375,361,50
554,1,4361,362,11
555,1,3849,362,44
556,1,3862,363,51
557,2,230,364,88
558,2,1587,365,43
559,2,1792,366,65
560,2,643,367,65
561,1,3252,368,82
562,1,2216,369,83
563,1,796,369,61
564,1,1772,370,49
565,1,4237,371,10
566,2,3875,372,90
567,2,3355,372,25
568,1,1413,373,31
569,2,512,374,10
570,1,4057,375,80
571,2,4066,375,60
572,1,1849,376,66
573,2,4428,376,23
574,2,4222,377,18
575,2,2725,377,48
576,1,3909,378,3
577,2,1994,379,81
578,1,2222,380,30
579,2,3886,380,41
580,1,2956,381,75
581,2,1803,381,57
582,2,3746,382,77
583,2,762,382,71
584,2,1912,383,87
585,2,1454,384,41
586,2,2037,384,79
587,1,3516,385,61
588,2,894,386,66
589,1,457,386,89
590,1,413,387,28
591,1,152,387,85
592,1,1584,388,80
593,1,3838,388,19
594,1,3707,389,59
595,1,2463,390,72
596,2,51,391,48
597,2,327,391,10
598,2,1023,392,54
599,2,468,392,75
600,1,2635,393,68
601,1,810,393,13
602,2,1973,394,67
603,1,3476,395,29
604,1,3697,396,38
605,2,329,396,87
606,2,1536,397,68
607,1,2232,398,70
608,1,1018,399,26
609,1,4168,400,7
610,2,1817,400,6
611,2,4341,401,52
612,2,2169,401,11
613,2,3105,402,57
614,1,2858,403,69
615,1,700,403,67
616,1,886,404,18
617,1,2554,405,50
618,2,4261,406,66
619,1,19,406,44
620,2,3158,407,46
621,1,369,408,38
622,2,972,409,33
623,1,3807,410,24
624,1,365,411,22
625,2,297,412,65
626,1,2882,413,52
627,2,2267,414,8
628,1,1473,414,71
629,1,2370,415,72
630,2,530,416,75
631,1,2871,417,41
632,1,1283,418,75
633,2,1469,419,59
634,2,3857,419,63
635,2,3296,420,64
636,1,973,421,51
637,2,920,422,37
638,2,1686,423,15
639,1,2930,423,69
640,1,2334,424,71
641,2,3852,425,26
642,2,898,425,8
643,2,2496,426,11
644,1,3999,427,34
645,2,1813,427,63
646,1,141,428,31
647,2,4019,428,20
648,2,2103,429,25
649,2,2895,429,69
650,1,3695,430,33
651,2,1070,430,39
652,2,2843,431,18
653,1,3089,432,86
654,2,4320,433,14
655,1,1625,434,24
656,1,1488,434,25
657,1,63,435,15
658,1,987,435,29
659,2,4086,436,57
660,2,2946,437,54
661,2,2018,438,47
662,2,381,439,83
663,2,880,440,34
664,2,1388,440,14
665,1,1737,441,46
666,2,2769,442,75
667,1,2207,443,63
668,1,149,444,8
669,1,3510,445,87
670,2,4482,445,49
671,1,3791,446,55
672,1,1124,447,51
673,2,2473,447,71
674,2,3282,448,72
675,1,2765,448,74
676,2,4320,449,43
677,2,235,449,48
678,1,2719,450,48
679,1,1115,450,63
680,1,675,451,12
681,2,1122,451,3
682,1,1524,452,14
683,2,4404,453,90
684,1,2514,454,11
685,1,3076,454,53
686,1,2052,455,44
687,2,3666,455,82
688,2,1263,456,87
689,2,1358,457,76
690,1,891,458,74
691,1,3029,458,51
692,1,3596,459,65
693,1,1006,460,63
694,1,4218,460,48
695,2,976,461,55
696,2,2733,462,55
697,2,1072,463,39
698,1,3844,463,30
699,1,4254,464,74
700,1,1238,464,50
701,2,2544,465,73
702,1,2802,465,59
703,2,3298,466,19
704,1,1055,466,90
705,2,4111,467,12
706,2,1641,468,83
707,2,752,469,12
708,2,4277,470,67
709,2,4402,471,17
710,1,3044,471,1
711,2,2806,472,2
712,1,1370,473,15
713,2,1950,474,58
714,2,1106,474,81
715,1,4210,475,66
716,1,2167,475,68
717,2,2688,476,6
718,2,3523,476,83
719,1,2228,477,23
720,1,1608,478,79
721,2,4284,478,73
722,1,4405,479,10
723,2,3285,480,32
724,1,3892,481,53
725,2,1440,482,47
726,1,2262,483,41
727,2,3705,483,5
728,2,2787,484,68
729,1,55,484,2
730,1,3183,485,40
731,2,3830,486,78
732,1,109,487,62
733,2,1732,488,13
734,1,2100,489,36
735,1,946,489,73
736,1,2250,490,22
737,2,1693,491,26
738,1,98,492,55
739,2,479,492,15
740,1,486,493,58
741,2,511,494,85
742,2,2543,495,8
743,1,2188,495,32
744,2,3799,496,80
745,2,3119,496,90
746,1,2643,497,64
747,2,1167,498,56
748,2,1771,498,17
749,1,3890,499,41
750,2,4238,500,40
751,2,2659,500,49
752,2,1644,501,40
753,1,3443,502,70
754,2,1627,502,78
755,1,4105,503,13
756,1,3577,503,79
757,2,3953,504,28
758,1,1337,505,9
759,2,1118,506,9
760,2,4206,507,73
761,2,1228,507,1
762,2,270,508,90
763,2,2097,509,1
764,1,4082,510,71
765,1,2254,510,57
766,2,4186,511,2
767,2,2005,511,24
768,2,509,512,78
769,1,12,512,19
770,2,421,513,38
771,2,2693,513,69
772,1,597,514,72
773,1,2644,514,82
774,2,899,515,6
775,2,370,516,8
776,2,4008,516,79
777,1,2038,517,43
778,1,112,518,21
779,1,2542,519,80
780,1,3948,519,29
781,1,2207,520,89
782,2,679,521,47
783,1,4064,522,90
784,1,4364,522,46
785,1,722,523,34
786,2,3282,523,78
787,2,347,524,80
788,1,2725,525,65
789,2,1504,526,25
790,2,954,527,15
791,1,1217,527,26
792,1,4161,528,88
793,2,206,529,40
794,1,3769,529,25
795,1,4064,530,22
796,1,3639,530,48
797,2,3534,531,68
798,2,1495,532,30
799,1,191,533,47
800,1,2075,533,73
801,2,1487,534,65
802,2,4247,535,66
803,2,2271,535,85
804,2,4171,536,23
805,2,1656,536,11
806,2,1841,537,55
807,1,3738,537,60
808,1,2169,538,88
809,2,1831,539,77
810,2,2065,539,42
811,1,472,540,8
812,1,4117,541,29
813,1,2703,542,40
814,2,265,542,89
815,1,439,543,85
816,1,295,544,87
817,2,1344,544,40
818,1,214,545,82
819,2,3161,545,36
820,1,3968,546,67
821,2,1232,547,7
822,2,3911,547,22
823,1,2509,548,57
824,1,810,549,47
825,1,562,549,13
826,2,1696,550,32
827,1,844,550,15
828,2,2296,551,89
829,1,1853,551,13
830,2,759,552,8
831,2,215,553,62
832,1,2528,554,26
833,1,2522,554,15
834,1,1082,555,43
835,2,4157,556,31
836,1,3781,557,66
837,2,2999,557,61
838,1,4234,558,41
839,2,1085,558,31
840,1,4139,559,63
841,1,4216,560,39
842,1,3761,561,86
843,2,3613,562,10
844,1,1595,563,70
845,1,1352,563,89
846,2,2830,564,75
847,2,3398,565,12
848,1,3515,566,78
849,2,3650,566,20
850,1,3981,567,87
851,1,719,567,6
852,1,635,568,76
853,1,3220,568,58
854,2,1966,569,13
855,1,2036,570,36
856,1,1467,571,71
857,1,1314,572,61
858,2,2575,572,76
859,1,3957,573,39
860,2,677,573,8
861,2,2684,574,47
862,2,743,575,61
863,1,757,575,49
864,2,2493,576,43
865,2,2353,576,20
866,1,2318,577,83
867,1,1207,578,22
868,1,3268,579,72
869,1,3716,579,17
870,1,3156,580,17
871,1,242,580,90
872,2,3033,581,23
873,2,4098,581,17
874,1,1297,582,38
875,1,291,582,57
876,1,4300,583,76
877,1,2721,583,55
878,1,3107,584,37
879,2,3762,584,60
880,1,710,585,16
881,2,1151,585,65
882,2,4298,586,1
883,1,4033,586,22
884,2,2626,587,83
885,2,3566,587,44
886,1,3098,588,25
887,1,3449,588,27
888,1,1286,589,76
889,2,591,590,40
890,1,4087,591,84
891,1,1618,592,21
892,1,3209,593,70
893,1,3858,594,28
894,2,3163,595,68
895,1,1194,595,58
896,1,1918,596,12
897,1,2943,596,43
898,1,3116,597,3
899,2,4115,597,3
900,1,3774,598,15
901,1,3702,598,19
902,2,1471,599,7
903,1,3086,599,45
904,1,1018,600,45
905,2,4064,600,89
906,2,3161,601,57
907,1,1865,601,46
908,2,1388,602,86
909,1,3525,602,1
910,2,1835,603,83
911,2,4267,604,14
912,1,1560,605,57
913,2,2084,606,47
914,2,1170,607,88
915,1,639,608,41
916,1,1530,609,42
917,2,2494,609,31
918,2,2765,610,10
919,1,4306,611,59
920,1,2976,612,60
921,2,3299,612,35
922,1,121,613,55
923,1,3712,614,21
924,2,2394,614,50
925,2,4154,615,48
926,1,1647,616,41
927,2,1737,616,73
928,2,1035,617,22
929,2,1619,618,63
930,1,1174,618,62
931,2,2466,619,70
932,1,2972,620,87
933,1,311,621,14
934,1,1959,622,61
935,2,3752,622,36
936,2,3925,623,69
937,2,1189,623,37
938,2,3302,624,38
939,1,3150,625,45
940,1,385,625,34
941,1,791,626,36
942,1,1542,626,2
943,2,4004,627,81
944,1,1821,627,10
945,1,3132,628,82
946,1,2739,628,65
947,1,4355,629,18
948,1,4142,630,59
949,1,3771,631,6
950,2,702,632,46
951,1,2610,632,2
952,1,2808,633,85
953,2,3313,633,78
954,1,1952,634,20
955,1,3948,635,83
956,2,129,635,27
957,1,735,636,40
958,2,3035,637,14
959,2,2830,638,44
960,1,1857,639,48
961,2,3655,639,38
962,1,4430,640,9
963,1,1546,640,74
964,1,3599,641,39
965,1,1709,641,45
966,2,4226,642,5
967,1,3528,642,2
968,1,753,643,46
969,2,2090,643,5
970,2,1887,644,46
971,2,1805,644,22
972,1,424,645,51
973,1,2697,646,44
974,1,2163,646,86
975,2,2809,647,52
976,2,1804,647,42
977,1,1320,648,31
978,2,388,648,87
979,1,718,649,52
980,2,1387,649,82
981,1,632,650,67
982,1,1259,650,82
983,1,1661,651,89
984,1,4039,651,87
985,1,3847,652,43
986,1,2034,653,51
987,1,470,653,45
988,1,1698,654,47
989,1,2099,654,70
990,2,3546,655,23
991,2,1705,655,79
992,1,1696,656,63
993,1,1848,657,75
994,1,1838,657,16
995,2,2798,658,81
996,2,1801,659,49
997,2,2300,660,86
998,1,3637,660,1
999,1,3984,661,35
1000,2,3233,662,12
1001,2,3878,662,11
1002,1,3716,663,57
1003,2,4135,664,34
1004,2,1970,664,85
1005,2,4001,665,88
1006,1,4126,665,13
1007,1,1830,666,50
1008,2,3211,667,75
1009,1,593,667,8
1010,2,3113,668,90
1011,2,213,668,40
1012,1,1354,669,23
1013,2,2546,670,61
1014,1,2824,670,80
1015,1,335,671,62
1016,2,372,672,87
1017,1,2406,672,17
1018,1,3696,673,19
1019,1,1114,673,60
1020,1,4205,674,22
1021,2,146,675,51
1022,1,595,675,9
1023,1,1471,676,48
1024,1,2660,677,16
1025,1,2234,677,73
1026,1,366,678,8
1027,1,2146,678,75
1028,1,2719,679,26
1029,2,962,680,23
1030,2,3593,680,61
1031,1,4184,681,56
1032,2,273,681,88
1033,2,3601,682,82
1034,2,1255,682,34
1035,1,881,683,86
1036,1,2468,684,83
1037,1,1095,684,17
1038,2,2639,685,1
1039,1,1253,685,6
1040,2,2710,686,22
1041,1,2305,687,10
1042,1,2871,688,15
1043,1,2660,689,86
1044,1,656,690,87
1045,1,2787,690,80
1046,1,3979,691,58
1047,2,532,692,78
1048,1,4059,693,48
1049,2,214,693,35
1050,1,854,694,28
1051,2,4411,695,16
1052,2,1700,696,19
1053,1,338,696,18
1054,2,3693,697,84
1055,1,2624,697,66
1056,1,2932,698,42
1057,1,2065,699,90
1058,1,3501,699,23
1059,2,1064,700,43
1060,2,2483,700,27
1061,2,3134,701,84
1062,2,3101,701,36
1063,1,1487,702,74
1064,1,4220,703,17
1065,2,3675,703,57
1066,2,2807,704,35
1067,1,3629,704,7
1068,1,4486,705,57
1069,1,3639,705,41
1070,1,1739,706,27
1071,1,317,707,6
1072,2,4423,707,67
1073,2,597,708,74
1074,2,1269,709,48
1075,2,1712,710,52
1076,1,1243,710,80
1077,2,2055,711,24
1078,2,3874,712,43
1079,1,4197,713,4
1080,1,3374,713,25
1081,2,3040,714,5
1082,1,2956,715,12
1083,2,1068,715,84
1084,2,2367,716,12
1085,2,3917,717,67
1086,2,4395,718,28
1087,1,129,718,84
1088,1,2032,719,83
1089,1,243,719,11
1090,1,4110,720,68
1091,1,4197,721,5
1092,2,1383,722,70
1093,2,4287,722,51
1094,2,1569,723,59
1095,1,2020,723,4
1096,2,3439,724,89
1097,1,1463,724,44
1098,1,3952,725,56
1099,2,763,725,63
1100,2,407,726,3
1101,2,2224,727,69
1102,2,375,728,20
1103,2,298,729,30
1104,2,4437,730,37
1105,2,188,730,74
1106,1,3283,731,78
1107,2,1468,732,59
1108,2,3347,732,85
1109,2,3221,733,46
1110,2,1730,734,53
1111,2,4161,734,29
1112,1,2152,735,67
1113,1,2556,736,78
1114,1,2071,737,33
1115,1,1325,737,77
1116,2,2881,738,9
1117,1,3378,738,62
1118,1,1309,739,5
1119,1,3260,739,9
1120,1,1941,740,87
1121,1,1001,740,32
1122,2,1919,741,36
1123,1,478,742,30
1124,2,4274,743,24
1125,1,869,744,86
1126,2,425,745,37
1127,1,1301,745,24
1128,1,1488,746,39
1129,1,3053,746,45
1130,1,2519,747,30
1131,1,3454,747,5
1132,1,2832,748,71
1133,2,3049,749,5
1134,2,1523,749,4
1135,1,2366,750,52
1136,2,1144,750,48
1137,2,2236,751,45
1138,2,1776,752,83
1139,2,319,753,75
1140,1,1158,753,89
1141,2,3602,754,68
1142,2,651,754,14
1143,2,1668,755,65
1144,2,179,755,52
1145,2,2096,756,44
1146,1,1790,757,16
1147,1,1168,758,46
1148,2,3877,758,33
1149,1,504,759,46
1150,2,2630,759,13
1151,2,4020,760,25
1152,1,52,760,75
1153,1,618,761,72
1154,2,1746,762,14
1155,1,2732,762,32
1156,1,3995,763,89
1157,2,207,763,62
1158,2,886,764,89
1159,1,1985,765,23
1160,1,1530,766,38
1161,2,3514,766,47
1162,1,2838,767,88
1163,1,1079,768,65
1164,2,3833,769,84
1165,1,2491,769,74
1166,2,152,770,58
1167,2,1425,771,56
1168,1,3056,772,22
1169,1,1523,773,14
1170,1,1303,774,73
1171,1,1987,775,87
1172,2,4287,776,56
1173,1,3875,777,35
1174,2,1229,777,8
1175,2,2271,778,62
1176,2,731,778,2
1177,2,289,779,54
1178,2,2055,780,83
1179,2,4002,781,6
1180,1,96,781,6
1181,1,2644,782,27
1182,1,468,783,20
1183,1,1603,784,84
1184,1,3002,785,56
1185,2,2655,785,3
1186,1,327,786,69
1187,2,2630,786,36
1188,2,1474,787,9
1189,2,50,787,71
1190,2,933,788,12
1191,2,724,788,29
1192,1,2864,789,17
1193,2,3315,790,43
1194,1,1038,791,71
1195,1,3620,792,65
1196,2,1587,792,4
1197,2,3836,793,41
1198,2,1847,793,77
1199,1,2539,794,40
1200,1,809,795,6
1201,1,1439,795,23
1202,2,3170,796,35
1203,1,521,796,30
1204,2,2285,797,61
1205,1,560,797,81
1206,2,1967,798,83
1207,2,4423,799,15
1208,1,3301,799,26
1209,1,496,800,5
1210,1,4283,801,22
1211,1,2535,801,7
1212,2,2981,802,20
1213,2,2998,802,74
1214,2,93,803,58
1215,1,3295,804,81
1216,1,3686,805,81
1217,2,3881,805,64
1218,1,3444,806,37
1219,1,2456,807,75
1220,1,4390,808,35
1221,1,109,808,4
1222,1,3104,809,89
1223,2,3254,809,1
1224,1,1555,810,56
1225,2,3311,810,65
1226,2,1407,811,16
1227,1,7,811,56
1228,1,1560,812,13
1229,1,4381,812,64
1230,1,3645,813,13
1231,1,635,813,74
1232,2,4398,814,13
1233,1,4047,814,66
1234,2,1472,815,42
1235,1,3988,816,90
1236,2,811,816,87
1237,1,2551,817,6
1238,1,3103,818,39
1239,2,3967,818,68
1240,1,1951,819,29
1241,1,1698,820,14
1242,1,3401,820,4
1243,2,2134,821,7
1244,2,1474,821,49
1245,2,2026,822,40
1246,1,2806,823,45
1247,1,1518,823,25
1248,2,3474,824,25
1249,1,2581,825,1
1250,2,3003,826,24
1251,1,1374,827,10
1252,2,3600,827,52
1253,2,822,828,34
1254,2,1829,829,75
1255,2,4262,829,9
1256,1,3059,830,49
1257,1,3775,831,80
1258,2,777,832,63
1259,1,2810,833,46
1260,2,1686,833,60
1261,2,3613,834,41
1262,2,2392,835,32
1263,2,2951,835,73
1264,1,913,836,88
1265,2,1343,836,67
1266,1,344,837,57
1267,2,3408,837,77
1268,1,405,838,27
1269,1,3496,839,64
1270,2,4214,839,78
1271,1,685,840,67
1272,2,2295,840,66
1273,2,2554,841,61
